participant,group,country,trial_id,word,input_text,response_type,test_language,accuracy,correct,typing_onset,close_substitutions,same_onset,consecutive_longest,freq,pthn,similarity_phon,similarity_ort
5e52fa4bc6506d30c686471e,ENG-SPA,UK,20,caracol,very cold,wrong,Spanish,5,0,1.689999819,0,different,1,1.7647,7,0.166666666666666,0.285714285714286
5e52fa4bc6506d30c686471e,ENG-SPA,UK,21,cebra,favourite,wrong,Spanish,8,0,1.103999853,0.2,different,2,2.5098,0,0.4,0.8
5e52fa4bc6506d30c686471e,ENG-SPA,UK,22,cepillo,sad,wrong,Spanish,7,0,8.208999872,0,different,0,14.1569,2,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,23,cerdo,cold,wrong,Spanish,3,0,3.012000084,0.25,different,0,39.1373,3,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,24,cereza,sell,wrong,Spanish,5,0,2.009000063,0.4,different,1,13.5882,6,0.2,0.333333333333333
5e52fa4bc6506d30c686471e,ENG-SPA,UK,25,cesta,siesta,wrong,Spanish,2,0,0.437000036,0,different,1,13.1765,0,0.363636363636363,0.166666666666667
5e52fa4bc6506d30c686471e,ENG-SPA,UK,26,chaqueta,jacket,correct,Spanish,5,0,10.86399984,0.363636363636363,different,2,33.4118,0,0.545454545454545,0.375
5e52fa4bc6506d30c686471e,ENG-SPA,UK,27,chocolate,chocolate,correct,Spanish,0,1,0.270999908,0,same_consonant,1,29.3922,0,0.533333333333333,1
5e52fa4bc6506d30c686471e,ENG-SPA,UK,28,cielo,sale,wrong,Spanish,4,0,4.062999964,0.222222222222222,different,0,44.8039,0,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,29,coche,coochie,wrong,Spanish,2,0,7.671999931,0,same_consonant,1,483.0588,2,0.333333333333333,0.2
5e52fa4bc6506d30c686471e,ENG-SPA,UK,30,corona,corona,wrong,Spanish,0,1,0.552000046,0,same_consonant,1,13.6863,4,0.545454545454545,0.5
5e52fa4bc6506d30c686471e,ENG-SPA,UK,31,cubo,cool,wrong,Spanish,3,0,0.320000172,0,different,1,10.0196,1,0.222222222222222,0.166666666666667
5e52fa4bc6506d30c686471e,ENG-SPA,UK,32,cuchara,gucci,wrong,Spanish,5,0,0.387000084,0,different,1,7.6078,3,0.2,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,33,dedo,table,wrong,Spanish,5,0,2.657999992,0.222222222222222,different,0,36.6667,0,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,34,ensalada,salad,correct,Spanish,3,0,2.041000128,0,different,3,17.0196,0,0.615384615384615,0.625
5e52fa4bc6506d30c686471e,ENG-SPA,UK,35,esponja,spunk,wrong,Spanish,4,0,18.10000014,0,different,2,6.7059,0,0.333333333333333,0.571428571428571
5e52fa4bc6506d30c686471e,ENG-SPA,UK,36,estrella,australia,wrong,Spanish,4,0,0.503999949,0,different,2,81.3529,3,0.4,0.375
5e52fa4bc6506d30c686471e,ENG-SPA,UK,37,flor,floor,false_friend,Spanish,1,0,0.705000162,0,same_consonant,2,22.7647,1,0.444444444444444,0.666666666666667
5e52fa4bc6506d30c686471e,ENG-SPA,UK,38,frambuesa,trampoline,wrong,Spanish,7,0,0.21999979,0,different,1,1.8824,0,0.25,0.222222222222222
5e52fa4bc6506d30c686471e,ENG-SPA,UK,39,gafas,house,wrong,Spanish,5,0,5.582000017,0,same_consonant,1,33.1176,0,0.363636363636363,0.428571428571429
5e52fa4bc6506d30c686471e,ENG-SPA,UK,40,galleta,kite,wrong,Spanish,6,0,1.054999828,0,different,1,,,0.166666666666666,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,41,gallina,hyena,wrong,Spanish,5,0,4.177999973,0.222222222222222,different,0,11.3725,16,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,42,gato,gateau,wrong,Spanish,3,0,0.368999958,0.285714285714285,different,2,66.3333,9,0.571428571428571,0.5
5e52fa4bc6506d30c686471e,ENG-SPA,UK,43,globo,blob,wrong,Spanish,2,0,1.74000001,0.2,different,1,8.6667,0,0.2,0.285714285714286
5e52fa4bc6506d30c686471e,ENG-SPA,UK,44,gorrion,go run,wrong,Spanish,3,0,6.653000116,0.166666666666666,different,1,,,0.166666666666666,0.142857142857143
5e52fa4bc6506d30c686471e,ENG-SPA,UK,45,gorro,good,wrong,Spanish,3,0,0.803999901,0,different,0,64.1765,14,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,46,grifo,grief,wrong,Spanish,2,0,0.472000122,0,different,0,14.7451,8,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,47,guitarra,guitat,typo,Spanish,3,0,0.102999926,0,same_consonant,3,15.5882,0,0.6,0.75
5e52fa4bc6506d30c686471e,ENG-SPA,UK,48,gusano,bruschetta,wrong,Spanish,8,0,0.919999838,0,different,0,10.1176,8,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,49,hormiga,omega,wrong,Spanish,3,0,0.486999989,0,different,1,5.3529,9,0.222222222222222,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,50,jirafa,far,wrong,Spanish,5,0,29.96599984,0,different,2,1.4902,0,0.545454545454545,0.571428571428571
5e52fa4bc6506d30c686471e,ENG-SPA,UK,51,ladrillo,drawer,wrong,Spanish,6,0,4.361999989,0,different,2,10.1765,8,0.363636363636363,0.25
5e52fa4bc6506d30c686471e,ENG-SPA,UK,52,lapiz,run,wrong,Spanish,5,0,4.855999947,0,different,1,9.8627,0,0.2,0.166666666666667
5e52fa4bc6506d30c686471e,ENG-SPA,UK,53,leche,lychee,wrong,Spanish,2,0,0.538000107,0,different,1,42.5294,0,0.25,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,54,lengua,rain,wrong,Spanish,6,0,3.126999855,0,different,0,31.1569,3,0,0.5
5e52fa4bc6506d30c686471e,ENG-SPA,UK,55,leon,lyon,typo,Spanish,2,0,1.221999884,0,same_consonant,1,15.3529,1,0.444444444444444,0.5
5e52fa4bc6506d30c686471e,ENG-SPA,UK,56,libro,libra,wrong,Spanish,1,0,0.769999981,0,different,0,176.9804,3,0,0.2
5e52fa4bc6506d30c686471e,ENG-SPA,UK,57,loro,load,wrong,Spanish,2,0,0.534999847,0,different,1,3.2745,2,0.222222222222222,0.333333333333333
5e52fa4bc6506d30c686471e,ENG-SPA,UK,58,luna,moon,correct,Spanish,4,0,0.419999838,0,different,2,49.9608,6,0.571428571428571,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,59,mano,man,wrong,Spanish,1,0,0.737999916,0,different,2,279.6471,2,0.5,0.5
5e52fa4bc6506d30c686471e,ENG-SPA,UK,60,manzana,magazine,wrong,Spanish,4,0,0.736999989,0,different,1,23.6667,0,0.2,0.142857142857143
5e52fa4bc6506d30c686471e,ENG-SPA,UK,61,mariposa,marriage,wrong,Spanish,5,0,0.251999855,0.125,different,1,5.5098,0,0.25,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,62,martillo,martinis,wrong,Spanish,3,0,0.101999998,0,different,1,12.4706,0,0.181818181818181,0.125
5e52fa4bc6506d30c686471e,ENG-SPA,UK,63,mesa,me,wrong,Spanish,2,0,1.023000002,0,different,1,105.6275,1,0.222222222222222,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,64,moneda,money,correct,Spanish,2,0,0.152999878,0.2,different,1,9.7451,6,0.2,0.166666666666667
5e52fa4bc6506d30c686471e,ENG-SPA,UK,65,mono,mono,wrong,Spanish,0,1,3.762000084,0,same_consonant,1,33.5098,1,0.222222222222222,0.5
5e52fa4bc6506d30c686471e,ENG-SPA,UK,66,moto,murder,wrong,Spanish,5,0,1.120999813,0,same_consonant,1,0.7451,0,0.307692307692307,0.444444444444444
5e52fa4bc6506d30c686471e,ENG-SPA,UK,67,muneca,lots of money,wrong,Spanish,12,0,5.865999937,0,different,0,24.7647,5,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,68,naranja,nap,wrong,Spanish,5,0,1.157000065,0,different,1,22.3137,0,0.166666666666666,0.428571428571429
5e52fa4bc6506d30c686471e,ENG-SPA,UK,69,nariz,night time,wrong,Spanish,8,0,3.211999893,0,same_consonant,1,69.7451,6,0.222222222222222,0.2
5e52fa4bc6506d30c686471e,ENG-SPA,UK,70,ola,hi,correct,Spanish,3,0,1.407000065,0,different,0,21.2549,8,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,71,ombligo,long,wrong,Spanish,5,0,1.671999931,0,different,2,,,0.4,0.166666666666667
5e52fa4bc6506d30c686471e,ENG-SPA,UK,72,osito,profit,wrong,Spanish,4,0,0.170000076,0,different,1,,,0.166666666666666,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,73,oveja,above,wrong,Spanish,4,0,5.667999983,0,different,0,13.4314,8,0,0.2
5e52fa4bc6506d30c686471e,ENG-SPA,UK,74,pajaro,book,wrong,Spanish,6,0,6.635999918,0.222222222222222,different,0,45.451,7,0,0.166666666666667
5e52fa4bc6506d30c686471e,ENG-SPA,UK,75,pan,pan,false_friend,Spanish,0,1,0.167999983,0.285714285714285,different,0,28.3333,5,0,0.2
5e52fa4bc6506d30c686471e,ENG-SPA,UK,76,panal,pineapple,wrong,Spanish,6,0,0.770999908,0,different,1,0.78431,8,0.222222222222222,0.2
5e52fa4bc6506d30c686471e,ENG-SPA,UK,77,pantalon,trousers,correct,Spanish,8,0,1.773000002,0,different,1,5.1569,0,0.133333333333333,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,78,pastel,pasta,wrong,Spanish,2,0,0.585000038,0,different,1,45.0588,8,0.2,0.333333333333333
5e52fa4bc6506d30c686471e,ENG-SPA,UK,79,patata,skirt,wrong,Spanish,5,0,1.99000001,0,same_consonant,1,11.2941,0,0.428571428571428,0.666666666666667
5e52fa4bc6506d30c686471e,ENG-SPA,UK,80,pato,patio,wrong,Spanish,1,0,1.589999914,0,different,0,24.7647,11,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,81,pelota,pony,wrong,Spanish,4,0,1.506999969,0.222222222222222,different,1,104.9608,5,0.222222222222222,0.166666666666667
5e52fa4bc6506d30c686471e,ENG-SPA,UK,82,perro,beer,wrong,Spanish,3,0,0.654000044,0,different,0,192.8431,1,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,83,pez,bin,wrong,Spanish,3,0,0.404999971,0.333333333333333,different,0,83.4902,1,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,84,pie,yes,wrong,Spanish,3,0,0.386000156,0,different,0,64.9216,5,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,85,pierna,piano,wrong,Spanish,3,0,0.335999966,0,different,0,56.5098,2,0,0.166666666666667
5e52fa4bc6506d30c686471e,ENG-SPA,UK,86,pingüino,penguin,correct,Spanish,,,0.821000099,,,,,,,
5e52fa4bc6506d30c686471e,ENG-SPA,UK,87,platano,latin,wrong,Spanish,4,0,0.352999926,0.153846153846153,different,1,10.7255,0,0.153846153846153,0.285714285714286
5e52fa4bc6506d30c686471e,ENG-SPA,UK,88,plato,scientist,wrong,Spanish,8,0,2.275000095,0,same_consonant,2,25.6471,7,0.6,0.8
5e52fa4bc6506d30c686471e,ENG-SPA,UK,89,pluma,bloom,wrong,Spanish,4,0,0.218999863,0,different,0,6.6275,6,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,90,pollo,yo yo,wrong,Spanish,3,0,7.036999941,0,different,0,61.7255,0,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,91,puerta,pretty,wrong,Spanish,3,0,3.161000013,0,different,0,292.0588,5,0,0.166666666666667
5e52fa4bc6506d30c686471e,ENG-SPA,UK,92,sandwich,sandwich,correct,Spanish,1,0,0.720999956,0,same_consonant,3,21.9216,0,0.769230769230769,0.875
5e52fa4bc6506d30c686471e,ENG-SPA,UK,93,sol,soul,wrong,Spanish,1,0,0.789000034,0,same_consonant,1,69.6667,13,0.333333333333333,0.333333333333333
5e52fa4bc6506d30c686471e,ENG-SPA,UK,94,tambor,tamborine,correct,Spanish,3,0,0.619999886,0.2,different,1,8.4706,4,0.2,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,95,tenedor,tennis,wrong,Spanish,4,0,0.120000124,0,different,0,8.8235,12,0,0.142857142857143
5e52fa4bc6506d30c686471e,ENG-SPA,UK,96,tigre,tiger,correct,Spanish,1,0,2.006999969,0,same_consonant,1,18.5294,0,0.4,0.8
5e52fa4bc6506d30c686471e,ENG-SPA,UK,97,tijeras,tissues,wrong,Spanish,4,0,0.154000044,0,different,1,6.6863,1,0.166666666666666,0.25
5e52fa4bc6506d30c686471e,ENG-SPA,UK,98,tobogan,w,incomplete,Spanish,7,0,0.871000051,0,different,1,17.8235,2,0.166666666666666,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,99,tomate,tomato,correct,Spanish,1,0,0.302999973,0,same_consonant,1,5.902,0,0.461538461538461,0.833333333333333
5e52fa4bc6506d30c686471e,ENG-SPA,UK,100,toro,door,wrong,Spanish,2,0,0.001999855,0.571428571428571,different,0,27.5098,6,0,0
5e52fa4bc6506d30c686471e,ENG-SPA,UK,101,tren,very,wrong,Spanish,3,0,1.49000001,0,same_consonant,3,95.0588,0,0.888888888888888,0.6
5e52fa4bc6506d30c686471e,ENG-SPA,UK,102,ventana,bend down,wrong,Spanish,7,0,1.506999969,0.153846153846153,different,1,86,0,0.153846153846153,0.142857142857143
5e52fa4bc6506d30c686471e,ENG-SPA,UK,103,zanahoria,sand,wrong,Spanish,7,0,2.457999945,0,different,1,3.8235,3,0.307692307692307,0.222222222222222
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,1,arbol,water,wrong,Spanish,5,0,4.894999981,0,different,1,65,5,0.25,0.2
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,2,avestruz,trousers,wrong,Spanish,7,0,15.69899988,0,different,3,0.94118,0,0.428571428571428,0.25
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,3,barco,pub,wrong,Spanish,5,0,3.592000008,0,same_consonant,1,95.7843,5,0.222222222222222,0.2
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,4,biberon,curry,wrong,Spanish,6,0,2.874000072,0,same_consonant,1,50.7451,0,0.181818181818181,0.142857142857143
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,5,bici,please,wrong,Spanish,6,0,4.092999935,0,same_consonant,1,25.8824,9,0.5,0.5
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,6,boca,scooter,wrong,Spanish,6,0,2.424000025,0.25,different,1,104.4118,0,0.25,0.2
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,7,bocadillo,ship,wrong,Spanish,8,0,2.657000065,0.142857142857142,different,1,21.9216,0,0.285714285714285,0.111111111111111
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,8,bol,bowl,correct,Spanish,1,0,2.039000034,0,same_consonant,1,21.451,12,0.571428571428571,0.75
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,9,boli,dance,wrong,Spanish,5,0,3.442000151,0.285714285714285,different,0,24.7255,7,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,10,botella,potato,wrong,Spanish,5,0,0.335999966,0,same_consonant,1,50.7451,0,0.363636363636363,0.571428571428571
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,11,boton,button,correct,Spanish,3,0,0.804000139,0,same_consonant,1,28.2549,0,0.666666666666666,0.5
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,12,brazo,underwear,wrong,Spanish,8,0,5.345000029,0,different,0,65.4118,5,0,0.2
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,13,buho,no,wrong,Spanish,3,0,2.49000001,0,different,1,5.6078,10,0.333333333333333,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,14,burro,bull,wrong,Spanish,3,0,0.654000044,0,different,0,5.3529,0,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,15,caballo,cute,wrong,Spanish,6,0,1.120000124,0,different,0,92.8824,2,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,16,caja,car,wrong,Spanish,2,0,1.071000099,0,different,1,89.7451,0,0.25,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,17,calcetin,car,wrong,Spanish,6,0,7.883000135,0,different,1,8.9804,16,0.181818181818181,0.125
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,18,camisa,commisories,wrong,Spanish,7,0,1.437999964,0,different,0,46.3725,6,0,0.166666666666667
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,19,camiseta,happy,wrong,Spanish,7,0,5.411999941,0.153846153846153,different,1,,,0.307692307692307,0.125
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,20,caracol,carrot,wrong,Spanish,3,0,0.486999989,0,different,1,1.7647,7,0.166666666666666,0.285714285714286
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,21,cebra,favourite,wrong,Spanish,8,0,5.864000082,0.2,different,2,2.5098,0,0.4,0.8
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,22,cepillo,warm,wrong,Spanish,7,0,2.289000034,0,different,0,14.1569,2,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,23,cerdo,cat,wrong,Spanish,4,0,1.688999891,0.25,different,0,39.1373,3,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,24,cereza,yes please,wrong,Spanish,8,0,5.210999966,0.4,different,1,13.5882,6,0.2,0.333333333333333
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,25,cesta,nap,wrong,Spanish,5,0,1.070000172,0,different,1,13.1765,0,0.363636363636363,0.166666666666667
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,26,chaqueta,food,wrong,Spanish,8,0,9.73699999,0.363636363636363,different,2,33.4118,0,0.545454545454545,0.375
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,27,chocolate,chocolate,correct,Spanish,0,1,0.886999846,0,same_consonant,1,29.3922,0,0.533333333333333,1
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,28,cielo,yellow,wrong,Spanish,4,0,1.687999964,0.222222222222222,different,0,44.8039,0,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,29,coche,keychain,wrong,Spanish,6,0,1.486999989,0,same_consonant,1,483.0588,2,0.333333333333333,0.2
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,30,corona,beer,wrong,Spanish,6,0,1.355000019,0,same_consonant,1,13.6863,4,0.545454545454545,0.5
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,31,cubo,dog,wrong,Spanish,4,0,1.472000122,0,different,1,10.0196,1,0.222222222222222,0.166666666666667
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,32,cuchara,bye,wrong,Spanish,7,0,10.73899984,0,different,1,7.6078,3,0.2,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,33,dedo,dice,wrong,Spanish,3,0,27.25500011,0.222222222222222,different,0,36.6667,0,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,34,ensalada,enchilada,wrong,Spanish,3,0,1.388000011,0,different,3,17.0196,0,0.615384615384615,0.625
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,35,esponja,speaking,wrong,Spanish,7,0,17.46899986,0,different,2,6.7059,0,0.333333333333333,0.571428571428571
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,36,estrella,australia,wrong,Spanish,4,0,0.803999901,0,different,2,81.3529,3,0.4,0.375
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,37,flor,floor,false_friend,Spanish,1,0,0.68599987,0,same_consonant,2,22.7647,1,0.444444444444444,0.666666666666667
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,38,frambuesa,cake,wrong,Spanish,7,0,2.121999979,0,different,1,1.8824,0,0.25,0.222222222222222
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,39,gafas,parents,wrong,Spanish,5,0,2.289999962,0,same_consonant,1,33.1176,0,0.363636363636363,0.428571428571429
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,40,galleta,aunt,wrong,Spanish,5,0,4.108999968,0,different,1,,,0.166666666666666,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,41,gallina,kite,wrong,Spanish,6,0,0.871000051,0.222222222222222,different,0,11.3725,16,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,42,gato,garden,wrong,Spanish,4,0,0.352999926,0.285714285714285,different,2,66.3333,9,0.571428571428571,0.5
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,43,globo,global,wrong,Spanish,2,0,0.836999893,0.2,different,1,8.6667,0,0.2,0.285714285714286
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,44,gorrion,gory,wrong,Spanish,4,0,11.32400012,0.166666666666666,different,1,,,0.166666666666666,0.142857142857143
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,45,gorro,rope,wrong,Spanish,4,0,9.48600006,0,different,0,64.1765,14,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,46,grifo,grief,wrong,Spanish,2,0,1.453999996,0,different,0,14.7451,8,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,47,guitarra,guitar,correct,Spanish,2,0,0.670000076,0,same_consonant,3,15.5882,0,0.6,0.75
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,48,gusano,traffic,wrong,Spanish,7,0,10.97299981,0,different,0,10.1176,8,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,49,hormiga,daughter,wrong,Spanish,8,0,2.891000032,0,different,1,5.3529,9,0.222222222222222,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,50,jirafa,pie,wrong,Spanish,5,0,6.61500001,0,different,2,1.4902,0,0.545454545454545,0.571428571428571
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,51,ladrillo,ladder,wrong,Spanish,5,0,1.221000195,0,different,2,10.1765,8,0.363636363636363,0.25
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,52,lapiz,gemstone,wrong,Spanish,8,0,4.325999975,0,different,1,9.8627,0,0.2,0.166666666666667
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,53,leche,lady,wrong,Spanish,4,0,0.218999863,0,different,1,42.5294,0,0.25,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,54,lengua,pasta,wrong,Spanish,5,0,1.905999899,0,different,0,31.1569,3,0,0.5
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,55,leon,lion,correct,Spanish,2,0,7.21600008,0,same_consonant,1,15.3529,1,0.444444444444444,0.5
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,56,libro,cost,wrong,Spanish,5,0,6.748000145,0,different,0,176.9804,3,0,0.2
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,57,loro,lord,wrong,Spanish,1,0,2.423000097,0,different,1,3.2745,2,0.222222222222222,0.333333333333333
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,58,luna,moon,correct,Spanish,4,0,1.269999981,0,different,2,49.9608,6,0.571428571428571,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,59,mano,grain,wrong,Spanish,4,0,111.8999999,0,different,2,279.6471,2,0.5,0.5
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,60,manzana,mountain,wrong,Spanish,5,0,17.01799989,0,different,1,23.6667,0,0.2,0.142857142857143
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,61,mariposa,insect,wrong,Spanish,8,0,15.06399989,0.125,different,1,5.5098,0,0.25,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,62,martillo,tool,wrong,Spanish,6,0,24.86699986,0,different,1,12.4706,0,0.181818181818181,0.125
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,63,mesa,chair,wrong,Spanish,5,0,8.267000198,0,different,1,105.6275,1,0.222222222222222,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,64,moneda,money,correct,Spanish,2,0,0.770999908,0.2,different,1,9.7451,6,0.2,0.166666666666667
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,65,mono,more,wrong,Spanish,2,0,7.116000175,0,same_consonant,1,33.5098,1,0.222222222222222,0.5
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,66,moto,more of,wrong,Spanish,4,0,4.576999903,0,same_consonant,1,0.7451,0,0.307692307692307,0.444444444444444
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,67,muneca,friend,wrong,Spanish,5,0,19.07299995,0,different,0,24.7647,5,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,68,naranja,motorbike,wrong,Spanish,8,0,6.447999954,0,different,1,22.3137,0,0.166666666666666,0.428571428571429
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,69,nariz,sweet,wrong,Spanish,5,0,7.566999912,0,same_consonant,1,69.7451,6,0.222222222222222,0.2
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,70,ola,ball,wrong,Spanish,3,0,9.31999993,0,different,0,21.2549,8,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,71,ombligo,friend,wrong,Spanish,7,0,3.258000135,0,different,2,,,0.4,0.166666666666667
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,72,osito,biscuit,wrong,Spanish,5,0,4.060000181,0,different,1,,,0.166666666666666,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,73,oveja,obey,wrong,Spanish,3,0,0.486000061,0,different,0,13.4314,8,0,0.2
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,74,pajaro,backpack,wrong,Spanish,7,0,3.35800004,0.222222222222222,different,0,45.451,7,0,0.166666666666667
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,75,pan,bread,correct,Spanish,4,0,2.690999985,0.285714285714285,different,0,28.3333,5,0,0.2
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,76,panal,spanish,wrong,Spanish,5,0,2.039000034,0,different,1,0.78431,8,0.222222222222222,0.2
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,77,pantalon,pants,correct,Spanish,4,0,1.971999884,0,different,1,5.1569,0,0.133333333333333,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,78,pastel,sweets,wrong,Spanish,5,0,1.069999933,0,different,1,45.0588,8,0.2,0.333333333333333
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,79,patata,fitata,wrong,Spanish,2,0,8.03399992,0,same_consonant,1,11.2941,0,0.428571428571428,0.666666666666667
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,80,pato,pet,wrong,Spanish,2,0,1.220999956,0,different,0,24.7647,11,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,81,pelota,pilot,false_friend,Spanish,2,0,5.929999828,0.222222222222222,different,1,104.9608,5,0.222222222222222,0.166666666666667
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,82,perro,money,wrong,Spanish,5,0,1.889000177,0,different,0,192.8431,1,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,83,pez,bread,wrong,Spanish,4,0,3.32400012,0.333333333333333,different,0,83.4902,1,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,84,pie,poor,wrong,Spanish,3,0,9.38600016,0,different,0,64.9216,5,0,0
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,85,pierna,in general,wrong,Spanish,7,0,39.42799997,0,different,0,56.5098,2,0,0.166666666666667
5e60db57fdef8001c1fdc6f7,ENG-SPA,UK,86,pingüino,penguin,correct,Spanish,,,1.136999846,,,,,,,
